ProductCode,Units,Pieces,Grade,Date
1LOMSG4,1120,0,DEALER,12/21/2012
1LOMCHR,315,0,DEALER,12/21/2012
5TOS4,216,0,DEALER,12/21/2012
7LOM12,168,0,DEALER,12/21/2012
1LOM4CL,105,0,DEALER,12/21/2012
1LSH,140,0,DEALER,12/21/2012
1LOM5CL,1680,0,DEALER,1/3/2013
7LOM12,504,0,DEALER,1/3/2013
4TOS2,880,0,DEALER,1/3/2013
4TOS4,960,0,DEALER,1/3/2013
4TOS6,640,0,DEALER,1/3/2013
4TOS8,480,0,DEALER,1/3/2013
7POMSE,900,0,DEALER,1/3/2013
1LOMSLC6,280,0,DEALER,1/3/2013
1LOM5CL,315,0,DEALER,1/7/2013
1LOM8CL,420,0,DEALER,1/7/2013
1LOMSA8,210,0,DEALER,1/7/2013
1LOMSA12,140,0,DEALER,1/7/2013
7LSMVF12,168,0,DEALER,1/7/2013
1POM8088,37,0,DEALER,1/7/2013
4TOS12,80,0,DEALER,1/9/2013
4TOS8,360,0,DEALER,1/9/2013
4TOS4,240,0,DEALER,1/9/2013
4TOS2,440,0,DEALER,1/9/2013
1LOM5CL,735,0,DEALER,1/9/2013
7POMSE,180,0,DEALER,1/9/2013
7LOM12,336,0,DEALER,1/7/2013
1LOM5CL,420,0,DEALER,1/7/2013
1LOMSL8,210,0,DEALER,1/7/2013
4TOS6,160,0,DEALER,1/7/2013
1LOMSA8,210,0,DEALER,1/7/2013
7POM348,135,0,DEALER,1/7/2013
1LOM5CL,525,0,DEALER,1/2/2013
7POM347,90,0,DEALER,1/2/2013
7POM348,45,0,DEALER,1/2/2013
7POM349,45,0,DEALER,1/2/2013
5TOS6,144,0,DEALER,1/2/2013
5TOS8,216,0,DEALER,1/2/2013
1LOMSG4,280,0,DEALER,1/2/2013
4TOS2,440,0,DEALER,1/2/2013
4TOS8,120,0,DEALER,1/2/2013
5TOS4,216,0,DEALER,1/2/2013
1LOM4CL,105,0,DEALER,1/2/2013
7POMSP,90,0,DEALER,1/11/2013
1LOM5CL,105,0,DEALER,1/11/2013
4TOS496,192,0,DEALER,1/11/2013
1LOM5CL,1050,0,DEALER,1/11/2013
7POMSP,1575,0,DEALER,1/11/2013
4TOS496,192,0,DEALER,1/11/2013
1LOMSA8,420,0,DEALER,1/11/2013
7POMSP,1575,0,DEALER,1/11/2013
1LOM5CL12,210,0,DEALER,1/11/2013
4TOS496,576,0,DEALER,1/11/2013
1LOM5CL,105,0,DEALER,1/11/2013
7POMSE,135,0,DEALER,1/11/2013
4TOS496,384,0,DEALER,1/11/2013
1LOMSA8,630,0,DEALER,1/11/2013
7POMSP,1575,0,DEALER,1/11/2013
7POMSE,360,0,DEALER,1/2/2013
7LOM8,1512,0,DEALER,1/2/2013
7LOM9,1890,0,DEALER,1/4/2013
7LOM9,216,0,DEALER,1/4/2013
7LOMSF,126,0,DEALER,1/4/2013
4TOS2,440,0,DEALER,1/4/2013
4TOS6,960,0,DEALER,1/4/2013
4TOS10,100,0,DEALER,1/4/2013
5TOS6,1296,0,DEALER,1/4/2013
5TOS10,270,0,DEALER,1/4/2013
4TOS4,960,0,DEALER,1/4/2013
5TOS4,864,0,DEALER,1/4/2013
5TOS8,972,0,DEALER,1/4/2013
7PTXA348,1170,0,DEALER,12/14/2012
7PTXA348,1170,0,DEALER,12/14/2012
58TOM4DTU,4032,0,DEALER,1/10/2013
7PTXA348,1170,0,DEALER,12/14/2012
7LOM12,336,0,DEALER,1/7/2013
7LSM,504,0,DEALER,1/7/2013
1LSHCRT,180,0,DEALER,1/7/2013
1LOM4CL,105,0,DEALER,1/7/2013
5TOS12,144,0,DEALER,1/7/2013
5TOS6,288,0,DEALER,1/7/2013
5TOS8,216,0,DEALER,1/7/2013
5TOS4,432,0,DEALER,1/7/2013
7POMSE,450,0,DEALER,1/2/2013
7LOM6,336,0,DEALER,1/2/2013
7LOM8,504,0,DEALER,1/2/2013
7LOM12,336,0,DEALER,1/2/2013
4TOS2,880,0,DEALER,1/2/2013
4TOS4,1200,0,DEALER,1/2/2013
4TOS6,160,0,DEALER,1/2/2013
4TOS8,120,0,DEALER,1/2/2013
4TOS12,80,0,DEALER,1/2/2013
5TOS8,108,0,DEALER,1/2/2013
5TOS4,216,0,DEALER,1/2/2013
1LOM5CL,2205,0,DEALER,1/2/2013
1LSH,280,0,DEALER,1/2/2013
7PSMSE,315,0,DEALER,1/7/2013
4TOS4,240,0,DEALER,1/7/2013
4TOS6,160,0,DEALER,1/7/2013
4TOS8,240,0,DEALER,1/7/2013
4TOS12,80,0,DEALER,1/7/2013
4FOM8,120,0,DEALER,1/7/2013
4TOS2,440,0,DEALER,12/27/2012
4TOS2,432,0,DEALER,12/27/2012
4TOS4,960,0,DEALER,12/27/2012
4TOS6,320,0,DEALER,12/27/2012
4TOS8,480,0,DEALER,12/27/2012
5TOS12,72,0,DEALER,12/27/2012
5TOS4,432,0,DEALER,12/27/2012
5TOS6,288,0,DEALER,12/27/2012
5TOS8,108,0,DEALER,12/27/2012
1LOM5CL,1260,0,DEALER,12/27/2012
1LOM5CL,120,0,DEALER,12/27/2012
7LOM6,336,0,DEALER,12/27/2012
1LOMCHR,630,0,DEALER,12/27/2012
1LOMSG4,840,0,DEALER,12/27/2012
7POMSE,495,0,DEALER,12/27/2012
4TOS4,960,0,DEALER,12/27/2012
4TOS8,360,0,DEALER,12/27/2012
5TOS4,432,0,DEALER,12/27/2012
5TOS6,288,0,DEALER,12/27/2012
5TOS8,216,0,DEALER,12/27/2012
1LOM5CL,1890,0,DEALER,12/27/2012
1LOM5CL,102,0,DEALER,12/27/2012
1LOMCHR,210,0,DEALER,12/27/2012
1LOMSG4,280,0,DEALER,12/27/2012
7POMSE,855,0,DEALER,12/27/2012
7LOM6,336,0,DEALER,12/27/2012
1LOM4CL,210,0,DEALER,1/4/2013
1LOM5CL,945,0,DEALER,1/4/2013
1LSH,280,0,DEALER,1/4/2013
7POMSE,540,0,DEALER,1/4/2013
4TOS2,1320,0,DEALER,1/4/2013
4TOS4,2400,0,DEALER,1/4/2013
4TOS4,265,0,DEALER,1/4/2013
4TOS6,960,0,DEALER,1/4/2013
4TOS8,600,0,DEALER,1/4/2013
4TOS8,136,0,DEALER,1/4/2013
4TOS12,160,0,DEALER,1/4/2013
4TOS12,64,0,DEALER,1/4/2013
5TOS8,324,0,DEALER,1/4/2013
5TOS4,648,0,DEALER,1/4/2013
7LOM6,1344,0,DEALER,1/7/2013
7LOMSF,1512,0,DEALER,1/7/2013
4TOS4,480,0,DEALER,1/7/2013
1LOM4CL,420,0,DEALER,1/7/2013
7POMSE,2070,0,DEALER,1/7/2013
7POM348,90,0,DEALER,1/17/2013
7LOM12,336,0,DEALER,1/17/2013
7POMSE,180,0,DEALER,1/17/2013
7LSM,504,0,DEALER,1/17/2013
5TOS4,216,0,DEALER,1/16/2013
4TOS4,240,0,DEALER,1/16/2013
7POMSE,270,0,DEALER,1/16/2013
1LOM5CL,630,0,DEALER,1/16/2013
1POM8088,74,0,DEALER,1/16/2013
7LSMVF12,168,0,DEALER,1/16/2013
7POMSE,90,0,DEALER,1/16/2013
4TOS4,960,0,DEALER,1/16/2013
4TOS6,160,0,DEALER,1/16/2013
5TOS4,212,0,DEALER,1/16/2013
5TOS6,144,0,DEALER,1/16/2013
5TOS12,72,0,DEALER,1/16/2013
7LOM12,168,0,DEALER,1/18/2013
1LOM5CL,210,0,DEALER,1/18/2013
7POMSP,180,0,DEALER,1/18/2013
4TOS496,384,0,DEALER,1/18/2013
1LOM5CL,1155,0,DEALER,1/18/2013
7POMSP,1935,0,DEALER,1/18/2013
4TOS496,960,0,DEALER,1/18/2013
1LOMSA8,630,0,DEALER,1/18/2013
7POMSP,1980,0,DEALER,1/18/2013
7LOM12,168,0,DEALER,1/18/2013
4TOS496,960,0,DEALER,1/18/2013
7POMSE,180,0,DEALER,1/18/2013
4TOS496,960,0,DEALER,1/18/2013
7POMSP,1035,0,DEALER,1/18/2013
1LOM5CL12,210,0,DEALER,1/18/2013
1LOM5CL,105,0,DEALER,1/17/2013
4TOS4,480,0,DEALER,1/7/2013
1LOM5CL,630,0,DEALER,1/7/2013
7POMSE,270,0,DEALER,1/7/2013
4TOS12,80,0,DEALER,1/7/2013
4TOS8,120,0,DEALER,1/7/2013
5TOS8,108,0,DEALER,1/7/2013
1LOMSG4,420,0,DEALER,1/7/2013
1LOMSL8,10080,0,DEALER,1/8/2013
7LOM8,252,0,DEALER,1/10/2013
7LOM12,168,0,DEALER,1/10/2013
1LOM4CL,105,0,DEALER,1/10/2013
1LOM5CL,1575,0,DEALER,1/10/2013
1LOMSG4,1680,0,DEALER,1/10/2013
7LSM,168,0,DEALER,1/10/2013
1LOMCHR,105,0,DEALER,1/10/2013
1LSH,980,0,DEALER,1/10/2013
1LSH,145,0,DEALER,1/10/2013
4TOS4,1440,0,DEALER,1/10/2013
4TOS6,160,0,DEALER,1/10/2013
4TOS8,240,0,DEALER,1/10/2013
4TOS12,80,0,DEALER,1/10/2013
5TOS4,648,0,DEALER,1/10/2013
5TOS6,144,0,DEALER,1/10/2013
5TOS8,108,0,DEALER,1/10/2013
5TOS12,72,0,DEALER,1/10/2013
7POMSE,360,0,DEALER,1/10/2013
7POM348,90,0,DEALER,1/10/2013
7POM349,45,0,DEALER,1/10/2013
7POM347,45,0,DEALER,1/10/2013
1LOM4CL,210,0,DEALER,1/8/2013
1LOM8CL,210,0,DEALER,1/8/2013
1LOMSLC6,140,0,DEALER,1/8/2013
7POM349,90,0,DEALER,1/8/2013
7POMSE,45,0,DEALER,1/8/2013
7POM348,315,0,DEALER,1/8/2013
1LOM126CL,140,0,DEALER,1/7/2013
1LOMSLC6,140,0,DEALER,1/7/2013
7POM348,360,0,DEALER,1/7/2013
4TOS4,480,0,DEALER,1/7/2013
4TOS12,80,0,DEALER,1/7/2013
5TOS6,144,0,DEALER,1/7/2013
5TOS12,72,0,DEALER,1/7/2013
WXMINV,1,0,WIP,1/22/2013
1LOMSL8,9660,0,DEALER,1/15/2013
7POMSE,180,0,DEALER,1/15/2013
4TOS4,960,0,DEALER,1/16/2013
4TOS8,240,0,DEALER,1/16/2013
5TOS6,720,0,DEALER,1/16/2013
7LOM9,3570,0,DEALER,1/11/2013
1LOM4CL,210,0,DEALER,1/11/2013
1LOM5CL,525,0,DEALER,1/11/2013
7POMSE,945,0,DEALER,1/11/2013
7POMSE,26,0,DEALER,1/11/2013
7POMRBB8,45,0,DEALER,1/11/2013
4TOS2,2200,0,DEALER,1/11/2013
4TOS12,240,0,DEALER,1/11/2013
1LSHCRT,360,0,DEALER,1/11/2013
1LSHFISH,180,0,DEALER,1/11/2013
1LSHCRT,180,5.15000009536743,DEALER,1/15/2013
1LOMSL8,420,21.0699996948242,DEALER,1/15/2013
1LSH,280,18.6700000762939,DEALER,1/15/2013
1LOM5CL,630,61.0499992370605,DEALER,1/15/2013
1LOMSA8,840,43.5800018310547,DEALER,1/15/2013
1PADSL,3,0.479999989271164,DEALER,1/15/2013
1LOM126CL,280,0,DEALER,1/24/2013
7PSMSE,45,0,DEALER,1/24/2013
7POM348,45,0,DEALER,1/24/2013
7POMSE,45,0,DEALER,1/24/2013
7LSM,1848,0,DEALER,1/18/2013
7LOM12,1848,0,DEALER,1/18/2013
1PADSL,629,0,DEALER,1/18/2013
1LOM124CL,420,0,DEALER,1/18/2013
1LOM124CL,160,0,DEALER,1/18/2013
1LOM126CL,560,0,DEALER,1/18/2013
1LOMSG4,1960,0,DEALER,1/18/2013
7LOM12,840,0,DEALER,1/15/2013
7POMSE,450,0,DEALER,1/15/2013
4TOS2,1320,0,DEALER,1/15/2013
4TOS4,2400,0,DEALER,1/15/2013
4TOS6,960,0,DEALER,1/15/2013
4TOS10,500,0,DEALER,1/15/2013
4TOS12,160,0,DEALER,1/15/2013
5TOS4,432,0,DEALER,1/15/2013
5TOS6,432,0,DEALER,1/15/2013
5TOS8,216,0,DEALER,1/15/2013
4TOS8,600,0,DEALER,1/15/2013
4FOM8,600,0,DEALER,1/15/2013
1LOMSA8,630,0,DEALER,1/17/2013
1LOMSLC6,280,0,DEALER,1/17/2013
7POM349,90,0,DEALER,1/17/2013
7POM348,135,0,DEALER,1/17/2013
1LOMSG4,140,0,DEALER,1/17/2013
4TOS496,192,0,DEALER,1/17/2013
5TOS4,432,0,DEALER,1/17/2013
1PADSL,37,0,DEALER,1/14/2013
1LOMSG4,1120,0,DEALER,1/14/2013
7LOM12,672,0,DEALER,1/14/2013
7POMSE,225,0,DEALER,1/14/2013
1LSHFISH,720,0,DEALER,1/14/2013
7LOMSF,378,0,DEALER,1/14/2013
4TOS2,880,0,DEALER,1/14/2013
4TOS3,320,0,DEALER,1/14/2013
4TOS4,1920,0,DEALER,1/14/2013
4TOS8,480,0,DEALER,1/14/2013
4TOS10,200,0,DEALER,1/14/2013
5TOS4,648,0,DEALER,1/14/2013
5TOS10,270,0,DEALER,1/14/2013
5TOS12,144,0,DEALER,1/14/2013
4FOM8,720,0,DEALER,1/14/2013
58TOM4DTU,4032,0,DEALER,12/18/2012
7LOMSF,252,0,DEALER,1/21/2013
1PADSL,259,0,DEALER,1/21/2013
7POM348,270,0,DEALER,1/21/2013
7POMSE,90,0,DEALER,1/21/2013
1PADSL,37,0,DEALER,1/17/2013
1LOMSA8,840,0,DEALER,1/17/2013
1LSH,420,0,DEALER,1/17/2013
7POM348,180,0,DEALER,1/17/2013
1POM8088,74,0,DEALER,1/17/2013
7POMSP,180,0,DEALER,1/28/2013
4TOS496,192,0,DEALER,1/28/2013
1LOM5CL,315,0,DEALER,1/28/2013
7POMSP,1935,0,DEALER,1/28/2013
7POMSP,1845,0,DEALER,1/28/2013
1LOM5CL12,315,0,DEALER,1/28/2013
7LOM12,168,0,DEALER,1/28/2013
4TOS496,960,0,DEALER,1/28/2013
1LOM5CL,105,0,DEALER,1/28/2013
7POMSE,45,0,DEALER,1/28/2013
1LOMSA8,420,0,DEALER,1/28/2013
7POMSP,2205,0,DEALER,1/28/2013
58TOM4DTU,4032,0,DEALER,1/4/2013
1LOMSG4,1120,0,DEALER,1/15/2013
7POMSE,540,0,DEALER,1/15/2013
5TOS8,540,0,DEALER,1/15/2013
4TOS2,440,0,DEALER,1/15/2013
4TOS8,1200,0,DEALER,1/15/2013
4TOS10,500,0,DEALER,1/15/2013
4TOS12,80,0,DEALER,1/15/2013
4TOS4,1440,0,DEALER,1/15/2013
4TOS6,1600,0,DEALER,1/15/2013
5TOS4,216,0,DEALER,1/15/2013
5TOS6,144,0,DEALER,1/15/2013
7LSH,840,0,DEALER,1/15/2013
1PADSL,37,0,DEALER,1/17/2013
1LOM5CL,525,0,DEALER,1/17/2013
1LOMSA12,700,0,DEALER,1/17/2013
1LOM124CL,280,0,DEALER,1/29/2013
7POMRBB8,45,0,DEALER,1/29/2013
7PSMSE,135,0,DEALER,1/29/2013
7POM348,45,0,DEALER,1/29/2013
7LOM12,168,0,DEALER,1/29/2013
7LOM6,336,0,DEALER,1/29/2013
7POMSE,360,0,DEALER,1/29/2013
7LOM8,252,0,DEALER,1/29/2013
7LOMSF,126,0,DEALER,1/29/2013
1LOMSL8,10080,0,DEALER,1/16/2013
58TOM3DTP,14256,0,DEALER,1/11/2013
58TOM3DTP,1008,0,DEALER,1/11/2013
58TOM3DTP,408,0,DEALER,1/11/2013
58TOM4DTP,2016,0,DEALER,1/11/2013
58TOM4DTP,304,0,DEALER,1/11/2013
58TOM5DTP,480,0,DEALER,1/11/2013
58TOM6DTP,960,0,DEALER,1/11/2013
58TOM6DTP,178,0,DEALER,1/11/2013
58TOM4DTU,864,0,DEALER,1/11/2013
58TOM4DTU,264,0,DEALER,1/11/2013
4TOS4,1200,0,DEALER,1/17/2013
4TOS6,480,0,DEALER,1/17/2013
5TOS4,216,0,DEALER,1/17/2013
1LOM5CL,315,0,DEALER,1/17/2013
58TOM4DTU,4032,0,DEALER,12/26/2012
4TOS2,440,0,DEALER,1/24/2013
4TOS4,480,0,DEALER,1/24/2013
4TOS4,256,0,DEALER,1/24/2013
4TOS6,320,0,DEALER,1/24/2013
4TOS8,480,0,DEALER,1/24/2013
4TOS10,200,0,DEALER,1/24/2013
4TOS12,80,0,DEALER,1/24/2013
5TOS4,864,0,DEALER,1/24/2013
7LOM8,2520,0,DEALER,1/24/2013
7LOM12,1176,0,DEALER,1/24/2013
7LOMSF,252,0,DEALER,1/24/2013
7POMSE,540,0,DEALER,1/24/2013
1LOM4CL,105,0,DEALER,1/24/2013
1LOMSG4,1120,0,DEALER,1/24/2013
1LSH,140,0,DEALER,1/28/2013
1LOM4CL,105,0,DEALER,1/17/2013
1LOMSLC6,140,0,DEALER,1/17/2013
1LOM5CL,420,0,DEALER,1/17/2013
7POM348,405,0,DEALER,1/17/2013
1LSH,420,68.9000015258789,DEALER,1/17/2013
4TOS4,240,22.3299999237061,DEALER,1/17/2013
5TOS10,90,27.0300006866455,DEALER,1/17/2013
5TOS12,72,26.4400005340576,DEALER,1/17/2013
1LOM124CL,30,5.30000019073486,DEALER,1/17/2013
1PADSL,37,0,DEALER,1/22/2013
7LOM12,336,0,DEALER,1/22/2013
1LOMCHR,735,0,DEALER,1/22/2013
1LOM5CL,630,0,DEALER,1/22/2013
1LOM8CL,210,0,DEALER,1/22/2013
7POM349,45,0,DEALER,1/22/2013
7POM347,675,0,DEALER,1/22/2013
7POM348,45,0,DEALER,1/22/2013
7POMSE,540,0,DEALER,1/22/2013
4TOS4,720,0,DEALER,1/22/2013
4TOS6,480,0,DEALER,1/22/2013
4TOS8,360,0,DEALER,1/22/2013
4TOS12,240,0,DEALER,1/22/2013
5TOS6,144,0,DEALER,1/22/2013
WXMINV,3150,0,WIP,1/31/2013
7LOM8,504,0,DEALER,1/24/2013
7LOM12,1176,0,DEALER,1/24/2013
7LOMSF,252,0,DEALER,1/24/2013
7LSH,504,0,DEALER,1/24/2013
7POMSE,450,0,DEALER,1/24/2013
4TOS2,440,0,DEALER,1/24/2013
4TOS4,2160,0,DEALER,1/24/2013
4TOS6,800,0,DEALER,1/24/2013
4TOS8,720,0,DEALER,1/24/2013
4TOS8,100,0,DEALER,1/24/2013
4TOS10,200,0,DEALER,1/24/2013
4TOS12,160,0,DEALER,1/24/2013
4FOM8,480,0,DEALER,1/24/2013
5TOS6,432,0,DEALER,1/24/2013
5TOS8,117,0,DEALER,1/24/2013
4TOS2,1320,0,DEALER,1/18/2013
4TOS4,3600,0,DEALER,1/18/2013
4TOS6,800,0,DEALER,1/18/2013
4TOS8,360,0,DEALER,1/18/2013
4TOS10,120,0,DEALER,1/18/2013
5TOS4,1080,0,DEALER,1/18/2013
5TOS6,864,0,DEALER,1/18/2013
5TOS8,324,0,DEALER,1/18/2013
7LOM12,1176,0,DEALER,1/18/2013
4TOS4,3120,0,DEALER,1/28/2013
4TOS6,2240,0,DEALER,1/28/2013
4TOS8,480,0,DEALER,1/28/2013
4TOS10,400,0,DEALER,1/28/2013
4TOS12,160,0,DEALER,1/28/2013
7LOM8,1008,0,DEALER,1/28/2013
7LOM12,1008,0,DEALER,1/28/2013
1LOM5CL,630,0,DEALER,1/28/2013
1LOM8CL,105,0,DEALER,1/28/2013
1LOMSL8,840,0,DEALER,1/28/2013
1LSHCRT,1260,0,DEALER,1/28/2013
1LOM5CL,105,0,DEALER,2/1/2013
7POMSP,360,0,DEALER,2/1/2013
4TOS496,192,0,DEALER,2/1/2013
1LOM5CL,945,0,DEALER,2/1/2013
7POMSP,1755,0,DEALER,2/1/2013
4TOS496,768,0,DEALER,2/1/2013
1LOMSA8,630,0,DEALER,2/1/2013
7POMSP,1485,0,DEALER,2/1/2013
1LOM5CL12,525,0,DEALER,2/1/2013
4TOS496,1152,0,DEALER,2/1/2013
7POMSE,90,0,DEALER,2/1/2013
4TOS496,576,0,DEALER,2/1/2013
1LOMSA8,420,0,DEALER,2/1/2013
7POMSP,1395,0,DEALER,2/1/2013
1LOM5CL12,105,0,DEALER,2/1/2013
1LSH,280,0,DEALER,1/22/2013
7POMSE,270,0,DEALER,1/22/2013
1LSH,420,43.6500015258789,DEALER,1/22/2013
1LOM4CL,210,31.3500003814697,DEALER,1/22/2013
7POM348,135,26.7999992370605,DEALER,1/22/2013
7POMSE,90,18.0499992370605,DEALER,1/22/2013
7POM349,135,30.1499996185303,DEALER,1/22/2013
E1LOM5CL,105,0,ECON,2/1/2013
4TOS4,3360,0,DEALER,1/28/2013
4TOS6,2080,0,DEALER,1/28/2013
4TOS8,480,0,DEALER,1/28/2013
4TOS10,400,0,DEALER,1/28/2013
4TOS12,160,0,DEALER,1/28/2013
7LOM8,1008,0,DEALER,1/28/2013
7LOM12,1008,0,DEALER,1/28/2013
1LOMSG4,840,0,DEALER,1/30/2013
1LOM5CL,525,0,DEALER,1/30/2013
7POMSE,360,0,DEALER,1/30/2013
4TOS2,440,0,DEALER,1/30/2013
4TOS4,240,0,DEALER,1/30/2013
4TOS6,160,0,DEALER,1/30/2013
4TOS8,120,0,DEALER,1/30/2013
1LOM4CL,210,0,DEALER,1/30/2013
1LOM8CL,105,0,DEALER,1/30/2013
1LSH,140,0,DEALER,1/30/2013
1LSHCRT,180,0,DEALER,1/30/2013
4TOS4,480,0,DEALER,1/30/2013
4TOS6,320,0,DEALER,2/1/2013
5TOS4,1296,0,DEALER,2/1/2013
5TOS10,90,0,DEALER,2/1/2013
5TOS12,144,0,DEALER,2/1/2013
